wdcd,longitude,latitude
E05011545,-0.33395,53.788219
E05011547,-1.66285,53.842312
E05011549,-1.68135,53.884899
E05011552,-0.73305,53.071602
E05011553,-0.7905,53.070599
E05011554,-0.82075,53.08107
E05011555,-0.84514,53.016079
E05011558,0.125558,51.269341
E05011559,0.215378,51.28611
E05011560,0.289263,52.231899
E05011561,0.311779,52.287849
E05011562,0.216678,52.44585
E05011563,0.300431,52.387218
E05011564,0.323,52.418751
E05011565,0.242812,52.38932
E05011566,0.412286,52.314369
E05011567,0.104501,52.35186
E05011568,0.326662,52.47155
E05011569,0.316859,52.351509
E05011570,0.343097,52.32671
E05011571,0.205683,52.365921
E05011572,0.145162,52.392208
E05011573,0.414759,52.2066
E05011574,0.295869,50.776009
E05011575,0.276928,50.798698
E05011576,0.300199,50.805569
E05011577,0.241623,50.752209
E05011578,0.241781,50.774212
E05011579,0.249029,50.793129
E05011580,0.299158,50.792179
E05011581,0.322938,50.790409
E05011582,0.275374,50.777809
E05011583,-0.0037,50.936001
E05011584,-0.10616,50.914951
E05011585,-0.01714,50.80402
E05011586,-0.00532,50.842812
E05011587,0.028257,50.876499
E05011588,0.003118,50.876991
E05011589,-0.00846,50.871159
E05011590,0.0626,50.80209
E05011591,0.044523,50.788521
E05011592,0.025341,50.966282
E05011593,0.069055,50.865292
E05011594,0.017601,50.792961
E05011595,0.004953,50.803768
E05011596,-0.00261,50.79533
E05011597,-0.05331,50.919708
E05011598,0.100931,50.77449
E05011599,0.132968,50.771591
E05011600,0.122446,50.78886
E05011601,0.113804,50.77058
E05011602,0.088342,50.787689
E05011603,-0.08878,50.970322
E05011604,0.470473,50.841099
E05011605,0.448662,50.83773
E05011606,0.452018,50.8451
E05011607,0.483152,50.853031
E05011608,0.507006,50.85537
E05011609,0.488246,50.841679
E05011610,0.470631,50.863449
E05011611,0.411948,50.844109
E05011612,0.458662,50.852581
E05011613,0.637555,50.94429
E05011614,0.41241,50.985939
E05011615,0.402547,50.912449
E05011616,0.702857,50.964581
E05011617,0.411542,51.040668
E05011618,0.475215,50.935459
E05011619,0.585878,50.985371
E05011620,0.485708,50.9958
E05011621,0.719141,50.948318
E05011622,0.572235,50.924671
E05011623,0.503218,50.914619
E05011624,0.663128,50.90126
E05011625,0.179027,50.866261
E05011626,0.131654,51.01152
E05011627,0.172185,50.925732
E05011628,0.161853,51.05479
E05011629,0.186502,51.053692
E05011630,0.171791,51.059509
E05011631,0.173415,51.042969
E05011632,0.154302,51.04121
E05011633,0.140203,51.048248
E05011634,0.023094,51.024342
E05011635,0.036326,51.086418
E05011636,0.145928,50.964642
E05011637,0.317327,51.076309
E05011638,0.199208,51.022781
E05011639,0.263266,50.86808
E05011640,0.280301,50.856312
E05011641,0.257092,50.875622
E05011642,0.242845,50.875839
E05011643,0.249762,50.850922
E05011644,0.247846,50.866341
E05011645,0.093625,51.09425
E05011646,0.260628,50.97768
E05011647,0.264161,50.964802
E05011648,0.259924,50.893009
E05011649,0.348104,50.851421
E05011650,0.300004,50.958641
E05011651,0.216953,50.797199
E05011652,0.073836,51.01709
E05011653,0.272959,51.009628
E05011654,0.344351,50.811691
E05011655,0.273189,50.817871
E05011656,0.246691,50.830471
E05011657,0.238672,50.816029
E05011658,0.19159,50.791962
E05011659,0.284332,50.825378
E05011660,0.107719,50.975391
E05011661,0.09289,50.968109
E05011662,0.094509,50.983509
E05011663,0.095543,50.942242
E05011664,0.257035,50.80761
E05011665,0.185683,51.097511
E05011666,-0.78648,50.83379
E05011667,-0.76473,50.842701
E05011668,-0.77631,50.849781
E05011669,-0.76506,50.83189
E05011670,-0.79534,50.843769
E05011671,-0.70406,50.992088
E05011672,-0.74442,51.048279
E05011673,-0.63326,50.949001
E05011674,-0.74236,50.896709
E05011675,-0.83525,50.82951
E05011676,-0.86692,50.99231
E05011677,-0.8221,50.868118
E05011678,-0.56113,51.037449
E05011679,-0.76289,50.981838
E05011680,-0.74024,50.818981
E05011681,-0.62055,50.989941
E05011682,-0.79922,50.73634
E05011683,-0.78947,50.768822
E05011684,-0.91343,50.81583
E05011685,-0.86606,50.776249
E05011686,-0.89001,50.89864
E05011701,-1.20275,51.5592
E05011702,-1.23473,51.619339
E05011703,-1.24926,51.60281
E05011704,-1.14181,51.769772
E05011705,-1.08033,51.704609
E05011707,-1.03535,51.49889
E05011708,-1.22345,51.662159
E05011710,-1.13072,51.599918
E05011711,-1.13436,51.7421
E05011712,-1.00152,51.557541
E05011713,-1.24498,51.577202
E05011714,-1.32376,51.740799
E05011715,-1.31339,51.637878
E05011717,-1.25598,51.637039
E05011718,-1.40639,51.699711
E05011719,-1.31491,51.70919
E05011720,-3.29254,54.67598
E05011721,-3.25987,54.827888
E05011722,-3.32214,54.760712
E05011723,-3.19915,54.715591
E05011724,-3.40513,54.685299
E05011725,-3.37766,54.658539
E05011726,-3.26982,54.571602
E05011727,-3.42511,54.621181
E05011728,-3.41003,54.724152
E05011729,-3.50623,54.691471
E05011730,-3.54735,54.61359
E05011731,-3.11444,54.571461
E05011732,-3.16853,54.902988
E05011733,-3.48651,54.719349
E05011734,-3.45977,54.692329
E05011735,-3.55659,54.631409
E05011736,-3.54238,54.638161
E05011737,-3.5606,54.644218
E05011738,-3.50744,54.664909
E05011739,-3.35789,54.843079
E05011740,-3.49721,54.63047
E05011741,-3.08858,54.761372
E05011742,-3.1572,54.834789
E05011743,0.889556,51.13364
E05011744,0.853645,51.138512
E05011745,0.643473,51.11359
E05011746,0.980493,51.131222
E05011747,0.870269,51.164959
E05011748,0.887592,51.16333
E05011749,0.799708,51.214169
E05011750,0.891949,51.159119
E05011751,0.938166,51.231369
E05011752,0.875275,51.206779
E05011753,0.879555,51.15097
E05011754,0.873046,51.1712
E05011755,0.846276,51.153069
E05011756,0.904099,51.13483
E05011757,0.75297,51.033482
E05011758,0.89651,51.167542
E05011759,0.851207,51.112389
E05011760,0.913683,51.114269
E05011761,0.869842,51.133652
E05011762,0.874763,51.122181
E05011763,0.870966,51.11673
E05011764,0.854337,51.160389
E05011765,0.65625,51.0481
E05011766,0.856771,51.125931
E05011767,0.916458,51.072529
E05011768,0.842327,51.139069
E05011769,0.834851,51.138859
E05011770,0.853395,51.130058
E05011771,0.69205,51.07513
E05011772,0.719085,51.059429
E05011773,0.67229,51.087509
E05011774,0.777628,51.18399
E05011775,0.864993,51.14423
E05011776,0.845483,51.130871
E05011777,0.774727,51.12376
E05011778,0.697461,51.160751
E05011779,0.798248,51.07589
E05011780,0.905637,51.144089
E05011781,0.947331,51.171661
E05011782,-2.98482,50.781731
E05011783,-3.13337,50.70195
E05011784,-3.41327,50.779812
E05011785,-3.318,50.664459
E05011786,-3.43688,50.70414
E05011787,-3.12245,50.760639
E05011788,-3.39917,50.75198
E05011789,-3.15509,50.851021
E05011790,-3.52094,50.784801
E05011791,-3.38197,50.642891
E05011792,-3.40774,50.634171
E05011793,-3.37889,50.619671
E05011794,-3.41283,50.620979
E05011795,-3.3693,50.63662
E05011796,-3.25775,50.787418
E05011797,-3.19318,50.781342
E05011798,-3.17923,50.799919
E05011799,-3.05144,50.778709
E05011800,-3.30195,50.703251
E05011801,-3.28469,50.747501
E05011802,-3.07408,50.714588
E05011803,-3.21379,50.720669
E05011804,-3.24607,50.70435
E05011805,-3.25053,50.68259
E05011806,-3.30402,50.821819
E05011807,-2.99923,50.731022
E05011808,-3.36921,50.724751
E05011809,-3.36438,50.752869
E05011810,-3.40389,50.672138
E05011811,-3.00502,50.825191
E05011812,-0.45929,51.023491
E05011813,-0.26714,50.88752
E05011814,-0.36396,51.06274
E05011815,-0.26634,51.092529
E05011816,-0.29105,50.975979
E05011817,-0.33945,51.060101
E05011818,-0.30517,51.060848
E05011819,-0.27764,50.93182
E05011820,-0.30665,51.084042
E05011821,-0.32511,51.079079
E05011822,-0.38161,51.07011
E05011823,-0.27942,51.037258
E05011824,-0.50956,50.9174
E05011825,-0.29966,51.079269
E05011826,-0.28647,51.075642
E05011827,-0.46351,51.083118
E05011828,-0.34384,51.039711
E05011829,-0.37688,51.00095
E05011830,-0.32859,50.913631
E05011831,-0.43207,50.913551
E05011832,-0.33842,51.07156
E05011833,-0.43473,50.946579
E05011834,1.463324,52.841438
E05011835,1.251917,52.931931
E05011836,1.075463,52.847118
E05011837,1.062933,52.947369
E05011838,1.289392,52.925621
E05011839,1.242129,52.857121
E05011840,1.18163,52.883949
E05011841,1.504711,52.80278
E05011842,1.609617,52.748669
E05011843,1.085024,52.908199
E05011844,1.439809,52.739948
E05011845,0.861853,52.84462
E05011846,0.860739,52.831509
E05011847,1.428091,52.877041
E05011848,1.410176,52.815071
E05011849,1.391024,52.815411
E05011850,1.367193,52.819561
E05011851,1.338019,52.905991
E05011852,0.967575,52.905602
E05011853,1.373743,52.887741
E05011854,1.534041,52.703121
E05011855,1.208559,52.943161
E05011856,1.193214,52.933311
E05011857,1.524526,52.752022
E05011858,0.987463,52.824322
E05011859,1.093473,52.860802
E05011860,1.312203,52.923828
E05011861,0.81425,52.81382
E05011862,1.331273,52.833981
E05011863,0.857653,52.873161
E05011864,0.824309,52.951221
E05011865,1.374003,52.775829
E05011866,1.216139,52.405209
E05011867,1.105498,52.431141
E05011868,1.398665,52.536839
E05011869,1.13562,52.482342
E05011870,1.113347,52.575722
E05011871,1.236938,52.60141
E05011872,1.100588,52.382992
E05011874,1.152477,52.62994
E05011875,1.189129,52.495491
E05011877,1.308548,52.489819
E05011878,1.190355,52.614681
E05011879,1.000686,52.568588
E05011880,1.498431,52.53273
E05011881,1.230865,52.55481
E05011882,1.228156,52.648071
E05011883,1.290173,52.539108
E05011884,1.116157,52.59306
E05011885,1.211055,52.656429
E05011886,1.326168,52.58712
E05011887,1.424057,52.582211
E05011888,1.112195,52.54216
E05011889,1.239211,52.488831
E05011890,1.614339,52.501801
E05011891,1.076843,52.60125
E05011892,-3.65822,50.508881
E05011893,-3.7715,50.515259
E05011894,-3.54614,50.571949
E05011895,-3.69389,50.60548
E05011896,-3.64069,50.54007
E05011897,-3.5869,50.525002
E05011898,-3.61132,50.535561
E05011899,-3.59746,50.614811
E05011900,-3.60802,50.52071
E05011901,-3.46746,50.598469
E05011902,-3.50898,50.58675
E05011903,-3.71438,50.565361
E05011904,-3.63328,50.485691
E05011905,-3.56324,50.673599
E05011906,-3.49491,50.629131
E05011907,-3.57025,50.50938
E05011908,-3.5761,50.570969
E05011909,-3.62435,50.563251
E05011910,-3.79177,50.64201
E05011911,-3.52202,50.525799
E05011912,-3.65959,50.677311
E05011913,-3.5083,50.562851
E05011914,-3.49122,50.559792
E05011915,-3.51025,50.553661
E05011916,-4.21036,51.047039
E05011917,-4.18013,51.008652
E05011918,-4.2168,51.020741
E05011919,-4.22199,51.004169
E05011920,-4.23434,51.017269
E05011921,-4.27074,50.736431
E05011922,-4.14031,50.961681
E05011923,-4.44912,50.936771
E05011924,-4.35258,50.813461
E05011925,-4.33143,50.827862
E05011926,-4.22642,50.962688
E05011927,-4.21622,51.033539
E05011928,-4.16837,50.892651
E05011929,-4.05577,50.936062
E05011930,-4.23695,51.037182
E05011931,-3.95139,50.879799
E05011932,1.009896,51.87376
E05011933,0.973654,51.915722
E05011934,1.123525,51.803108
E05011935,1.016554,51.820839
E05011936,1.168647,51.815762
E05011937,1.137133,51.808319
E05011938,1.139071,51.79364
E05011939,1.259385,51.926159
E05011940,1.271324,51.936089
E05011941,1.241039,51.9328
E05011942,1.250974,51.941608
E05011943,1.173294,51.800549
E05011944,1.246205,51.83445
E05011945,1.286573,51.942841
E05011946,1.258154,51.859169
E05011947,1.215691,51.843632
E05011948,1.228735,51.8512
E05011949,1.053173,51.936852
E05011950,1.157213,51.83197
E05011951,1.15634,51.79147
E05011952,1.19997,51.80851
E05011953,1.137361,51.784889
E05011954,1.155525,51.803051
E05011955,1.073533,51.800362
E05011956,1.164277,51.795879
E05011957,1.192607,51.924461
E05011958,1.056179,51.861179
E05011959,1.177265,51.908878
E05011960,1.178199,51.854561
E05011961,1.274558,51.865631
E05011962,1.119449,51.870949
E05011963,1.11012,51.786678
E05011964,-0.8865,52.62928
E05011965,-1.07547,52.454479
E05011966,-1.23153,52.537628
E05011967,-1.22344,52.512989
E05011968,-1.15297,52.515751
E05011969,-1.05798,52.509102
E05011970,-1.00423,52.578979
E05011971,-0.97505,52.544121
E05011972,-0.98736,52.49044
E05011973,-1.19602,52.464191
E05011974,-1.22991,52.451271
E05011975,-0.91022,52.494438
E05011976,-0.90095,52.470711
E05011977,-0.92756,52.488159
E05011978,-0.92945,52.470959
E05011979,-1.17689,52.444069
E05011980,-0.83803,52.559662
E05011981,-0.99754,52.640018
E05011982,-1.24953,52.48909
E05011983,-1.26933,53.18919
E05011984,-1.29064,53.291569
E05011985,-1.33389,53.125351
E05011986,-1.26987,53.235882
E05011987,-1.3036,53.243759
E05011988,-1.29134,53.22113
E05011989,-1.2535,53.280209
E05011990,-1.30024,53.26162
E05011991,-1.21685,53.27013
E05011992,-1.236,53.226879
E05011993,-1.32721,53.09005
E05011994,-1.21921,53.20472
E05011995,-1.21331,53.19268
E05011996,-1.32712,53.108521
E05011997,-1.34726,53.100552
E05011998,-1.34279,53.142479
E05011999,-1.21692,53.29147
E05012000,-2.58566,53.81023
E05012001,-2.43861,53.804581
E05012002,-2.39796,53.9986
E05012003,-2.45585,53.817539
E05012004,-2.31077,53.878922
E05012005,-2.53244,53.960548
E05012006,-2.50476,53.803848
E05012007,-2.56173,53.85548
E05012008,-2.57138,53.837959
E05012009,-2.36028,53.810299
E05012010,-2.41138,53.86871
E05012011,-2.26238,53.965698
E05012012,-2.49078,53.85165
E05012013,-2.38702,53.864189
E05012014,-2.54645,53.782501
E05012015,-2.40458,53.86343
E05012016,-2.54552,53.827789
E05012017,-2.33652,53.837139
E05012018,-2.3903,53.881939
E05012019,-2.37577,53.87429
E05012020,-2.44854,53.879829
E05012021,-2.38326,53.931431
E05012022,-2.40736,53.821301
E05012023,-2.42258,53.828972
E05012024,-2.46439,53.786469
E05012025,-2.38487,53.843048
E05012026,-0.70015,51.366119
E05012027,-0.66326,51.33667
E05012028,-0.73965,51.316059
E05012029,-0.73044,51.305618
E05012030,-0.70781,51.33342
E05012031,-0.67616,51.34877
E05012032,-0.71379,51.303009
E05012033,-0.7281,51.350719
E05012034,-0.72286,51.328461
E05012035,-0.76067,51.332729
E05012036,-0.72153,51.33987
E05012037,-0.74491,51.340462
E05012038,-0.7516,51.325119
E05012039,-0.6241,51.363079
E05012040,-1.49861,53.168831
E05012041,-1.52717,53.285412
E05012042,-1.50565,53.23037
E05012043,-1.42066,53.17308
E05012044,-1.41256,53.15799
E05012045,-1.45487,53.312439
E05012046,-1.46707,53.305641
E05012047,-1.46499,53.295689
E05012048,-1.50103,53.309898
E05012049,-1.36885,53.309528
E05012050,-1.34343,53.296471
E05012051,-1.49028,53.297199
E05012052,-1.40117,53.204041
E05012053,-1.34816,53.20089
E05012054,-1.30181,53.32251
E05012055,-1.32458,53.318218
E05012056,-1.38064,53.18652
E05012057,-1.37831,53.152828
E05012058,-1.42271,53.32032
E05012059,-1.42077,53.125771
E05012060,-1.3551,53.223961
E05012061,-1.41014,53.192848
E05012062,-1.41567,53.294399
E05012063,-1.45826,53.199982
E05012064,-2.13722,51.853298
E05012065,-2.15614,51.854328
E05012066,-2.16518,51.844082
E05012067,-2.173,51.87151
E05012068,-2.17482,51.890339
E05012069,-2.07906,51.93837
E05012070,-2.03627,51.94252
E05012071,-2.05695,51.95216
E05012072,-2.08024,51.949532
E05012073,-2.26406,51.945679
E05012074,-2.21889,51.88979
E05012075,-1.89276,52.00066
E05012076,-2.11617,52.00576
E05012077,-2.16204,51.948421
E05012078,-2.21967,51.9132
E05012079,-2.10246,51.868839
E05012080,-2.13585,51.99371
E05012081,-2.15162,52.02285
E05012082,-2.16763,51.976952
E05012083,-1.94602,51.935741
E05012085,-1.44161,51.21365
E05012088,-1.44415,51.227581
E05012093,-1.56426,51.000271
E05012097,-1.42052,51.175201
E05012098,-1.52417,51.088001
E05012100,-1.49998,50.984589
E05012102,-1.47165,50.981861
E05012104,-2.44067,51.435261
E05012105,-2.3831,51.477161
E05012106,-2.55402,51.543732
E05012107,-2.5432,51.529781
E05012108,-2.43621,51.622131
E05012109,-2.59504,51.52504
E05012110,-2.33527,51.557991
E05012111,-2.42008,51.529129
E05012112,-2.47758,51.491058
E05012113,-2.57394,51.512009
E05012114,-2.48272,51.5564
E05012115,-2.51198,51.49408
E05012116,-2.51721,51.443359
E05012117,-2.5086,51.46328
E05012118,-2.49408,51.43697
E05012119,-2.49199,51.472641
E05012120,-2.47985,51.45673
E05012121,-2.57783,51.537041
E05012122,-2.62905,51.545502
E05012123,-2.56026,51.606899
E05012124,-2.49906,51.482521
E05012125,-2.545,51.518951
E05012126,-2.553,51.499619
E05012127,-2.51497,51.6152
E05012128,-2.51541,51.520222
E05012129,-2.49409,51.45924
E05012130,-2.42009,51.537891
E05012131,-2.40748,51.555222
E05012132,-1.13006,51.393478
E05012133,-1.1623,51.501678
E05012134,-1.11747,51.436062
E05012135,-1.2024,51.423981
E05012136,-1.03377,51.397541
E05012137,-1.305,51.448181
E05012138,-1.38911,51.499859
E05012139,-1.45675,51.390259
E05012140,-1.53203,51.501308
E05012141,-1.33108,51.39957
E05012142,-1.30457,51.407749
E05012143,-1.29773,51.38596
E05012144,-1.35872,51.418301
E05012145,-1.33482,51.381371
E05012146,-1.09666,51.465519
E05012147,-1.26652,51.50613
E05012148,-1.25802,51.39867
E05012149,-1.24557,51.384972
E05012150,-1.2466,51.410641
E05012151,-1.27961,51.404881
E05012152,-1.07521,51.436081
E05012153,-1.05631,51.477638
E05012154,-1.05053,51.449711
E05012155,-1.03375,51.44347
E05012156,-2.60788,51.82304
E05012157,-2.56401,51.772289
E05012158,-2.49796,51.822159
E05012159,-2.53091,51.825802
E05012160,-2.6183,51.793861
E05012161,-2.43309,51.958069
E05012162,-2.343,51.95512
E05012163,-2.36251,51.878841
E05012164,-2.57824,51.841179
E05012165,-2.50637,51.724239
E05012166,-2.51495,51.743061
E05012167,-2.55714,51.723179
E05012168,-2.52678,51.858711
E05012169,-2.39482,51.918121
E05012170,-2.63373,51.77124
E05012171,-2.45803,51.7915
E05012172,-2.52584,51.75909
E05012173,-2.51775,51.79324
E05012174,-2.63053,51.725281
E05012175,-2.62593,51.683521
E05012176,-2.40331,51.82888
E05012177,-0.30914,51.678711
E05012178,-0.34023,51.67347
E05012179,-0.19065,51.679031
E05012180,-0.28521,51.6642
E05012181,-0.27866,51.66922
E05012182,-0.26963,51.65015
E05012183,-0.25572,51.658852
E05012184,-0.3422,51.634819
E05012185,-0.37481,51.663921
E05012186,-0.34763,51.641392
E05012187,-0.3612,51.653721
E05012188,-0.29501,51.649319
E05012189,-0.20708,51.7006
E05012190,-0.17173,51.694908
E05012191,-0.18588,51.701038
E05012192,-0.25054,51.695999
E05012193,-2.73643,53.76577
E05012194,-2.66507,53.779598
E05012195,-2.72998,53.784389
E05012196,-2.70762,53.756981
E05012197,-2.68362,53.771729
E05012198,-2.6718,53.757141
E05012199,-2.68208,53.787739
E05012200,-2.71982,53.788502
E05012201,-2.76419,53.77742
E05012202,-2.76993,53.76442
E05012203,-2.70745,53.77034
E05012204,-2.6779,53.811691
E05012205,-2.68242,53.840649
E05012206,-2.64604,53.775631
E05012207,-2.67985,53.766102
E05012208,-2.69832,53.788971
E05012209,-2.92263,53.201279
E05012210,-2.90425,53.279621
E05012211,-2.88994,53.19603
E05012212,-2.886,53.148258
E05012213,-2.49925,53.22657
E05012214,-2.8421,53.092201
E05012215,-2.71865,53.288059
E05012216,-2.83393,53.253391
E05012217,-2.85977,53.189018
E05012218,-2.89507,53.174671
E05012219,-2.54711,53.245899
E05012220,-2.7664,53.276642
E05012221,-2.91888,53.172791
E05012222,-2.94468,53.275822
E05012223,-3.05991,53.27187
E05012224,-2.74577,53.026031
E05012225,-2.59561,53.302021
E05012226,-3.05482,53.299042
E05012227,-2.92496,53.297531
E05012228,-2.87222,53.203659
E05012229,-2.50613,53.24625
E05012230,-2.54508,53.25943
E05012231,-2.49518,53.26247
E05012232,-3.08797,53.29097
E05012233,-2.48071,53.252861
E05012234,-2.75429,53.247971
E05012235,-2.94229,53.2407
E05012236,-2.41115,53.244499
E05012237,-2.92176,53.261532
E05012238,-2.93228,53.274509
E05012239,-2.62994,53.17551
E05012240,-2.71506,53.197048
E05012241,-2.76689,53.11731
E05012242,-2.88321,53.218529
E05012243,-2.62576,53.25425
E05012244,-2.90378,53.290058
E05012245,-2.90279,53.262951
E05012246,-2.90861,53.270771
E05012247,-3.00796,53.280899
E05012248,-2.52606,53.187092
E05012249,-2.47995,53.176979
E05012250,-2.5699,53.205742
E05012251,-2.52786,53.169312
E05012252,-2.49907,53.200802
E05012253,-2.88724,53.269218
E05012254,-3.54279,50.494419
E05012255,-3.55494,50.39233
E05012256,-3.57842,50.438789
E05012257,-3.56677,50.46368
E05012258,-3.60381,50.424599
E05012259,-3.52383,50.470921
E05012260,-3.5227,50.389671
E05012261,-3.57353,50.421928
E05012262,-3.5963,50.441158
E05012263,-3.5679,50.448891
E05012264,-3.56577,50.436409
E05012265,-3.51992,50.49316
E05012266,-3.50383,50.392052
E05012267,-3.56717,50.478989
E05012268,-3.54369,50.47123
E05012269,-3.50609,50.465408
E05012270,-1.20914,52.979252
E05012271,-1.1816,52.98415
E05012272,-1.16643,52.976231
E05012273,-1.16134,53.001068
E05012274,-1.21972,52.96764
E05012275,-1.20406,53.003109
E05012276,-1.18082,53.004822
E05012277,-1.15073,52.949829
E05012278,-1.17524,52.901939
E05012279,-1.17034,52.917122
E05012280,-1.10993,52.953621
E05012281,-1.16816,52.963261
E05012282,-1.19477,52.96703
E05012283,-1.18918,52.941139
E05012284,-1.13587,52.973862
E05012285,-1.15311,52.93811
E05012286,-1.17336,52.9557
E05012287,-1.13557,52.959919
E05012288,-1.14757,52.987869
E05012289,-1.22129,52.94973
E05012290,-0.989,51.1544
E05012291,-0.96967,51.140961
E05012292,-0.97121,51.153278
E05012293,-0.952,51.163898
E05012294,-0.97789,51.148548
E05012295,-0.99012,51.142609
E05012296,-0.97322,51.16206
E05012297,-1.01771,51.169971
E05012298,-0.92953,51.127419
E05012299,-0.80364,51.088699
E05012300,-0.98829,50.98967
E05012301,-0.98759,50.94453
E05012302,-1.05613,51.11824
E05012303,-0.96439,51.031681
E05012304,-0.7682,51.110069
E05012305,-0.81603,51.126339
E05012306,-1.0245,50.926991
E05012307,-1.00192,50.924831
E05012308,-0.99287,50.91843
E05012309,-1.00674,50.913849
E05012310,-0.84659,51.119678
E05012311,-0.89925,51.041691
E05012312,-0.94453,51.010632
E05012313,-0.94199,50.996281
E05012314,-0.91656,51.00037
E05012315,-0.93389,51.009121
E05012316,-1.00988,51.072891
E05012317,-0.96457,50.90152
E05012318,-0.85497,51.110241
E05012319,-0.87803,51.088249
E05012320,-0.86756,51.12751
E05012321,0.467847,52.645142
E05012322,0.701366,52.834869
E05012323,0.583571,52.948059
E05012324,0.703071,52.92395
E05012325,0.340102,52.751068
E05012326,0.394679,52.574909
E05012327,0.510236,52.835018
E05012328,0.375898,52.602612
E05012329,0.390366,52.605228
E05012330,0.228959,52.627491
E05012331,0.436368,52.750061
E05012332,0.460681,52.499962
E05012333,0.534291,52.741138
E05012334,0.410612,52.752449
E05012335,0.421466,52.752819
E05012336,0.439106,52.767509
E05012337,0.534176,52.895039
E05012338,0.491773,52.93784
E05012339,0.655043,52.761139
E05012340,0.507216,52.533169
E05012341,0.376733,52.610119
E05012342,0.401207,52.771412
E05012343,0.400236,52.75214
E05012344,0.469638,52.870022
E05012345,0.400176,52.73027
E05012346,0.377205,52.597839
E05012347,0.439022,52.760429
E05012348,0.297379,52.776661
E05012349,0.408498,52.80732
E05012350,0.299677,52.67646
E05012351,0.276327,52.556992
E05012352,0.207618,52.701092
E05012353,0.398437,52.674271
E05012354,0.437816,52.71785
E05012355,0.509295,52.581249
E05012356,-1.62762,54.392071
E05012357,-1.69366,54.384979
E05012358,-1.58815,54.464561
E05012359,-1.81704,54.459591
E05012360,-2.26729,54.3503
E05012361,-1.73134,54.383308
E05012362,-1.92833,54.321121
E05012363,-1.93348,54.412552
E05012364,-1.76924,54.319981
E05012365,-1.72911,54.498039
E05012366,-1.89219,54.24049
E05012367,-1.72089,54.4076
E05012368,-1.72817,54.410439
E05012369,-1.77104,54.41407
E05012370,-1.67678,54.347252
E05012371,-2.07441,54.273399
E05012372,-0.46023,54.343189
E05012373,-0.40424,54.282532
E05012374,-0.36005,54.232059
E05012375,-0.89087,54.473991
E05012376,-0.54372,54.283451
E05012377,-0.40031,54.24559
E05012378,-0.74413,54.417389
E05012379,-0.42299,54.267891
E05012380,-0.2867,54.19875
E05012381,-0.53959,54.414028
E05012382,-0.35415,54.176361
E05012383,-0.63976,54.476711
E05012384,-0.43846,54.2929
E05012385,-0.40785,54.2897
E05012386,-0.44343,54.305729
E05012387,-0.43994,54.241089
E05012388,-0.6085,54.473251
E05012389,-0.40012,54.264889
E05012390,-0.62518,54.488022
E05012391,-0.43245,54.28252
E05012392,0.275634,51.425331
E05012393,0.238099,51.434669
E05012394,0.229715,51.46637
E05012395,0.20799,51.454201
E05012396,0.253519,51.420261
E05012397,0.291425,51.440788
E05012398,0.301328,51.454578
E05012399,0.185283,51.440479
E05012400,0.167021,51.421322
E05012401,0.295914,51.409771
E05012402,0.181098,51.43269
E05012403,0.231299,51.44305
E05012404,0.214691,51.435589
E05012405,0.262632,51.4478
E05012406,0.245713,51.445
E05012407,0.302571,51.445221
E05012408,0.232826,51.45311
E05012409,0.218653,51.448471
E05012410,0.202277,51.445541
E05012411,0.212187,51.419498
E05012412,-4.05829,51.080582
E05012413,-4.06225,51.09169
E05012414,-4.0303,51.075878
E05012415,-4.09585,51.068802
E05012416,-3.74626,51.00169
E05012417,-3.91197,51.140011
E05012418,-4.13898,51.127651
E05012419,-4.20242,51.112099
E05012420,-3.92579,50.99754
E05012421,-3.88516,50.938839
E05012422,-4.00589,51.202259
E05012423,-4.13434,51.06242
E05012424,-4.12495,51.098999
E05012425,-4.0947,51.196602
E05012426,-4.13315,51.190639
E05012427,-4.12063,51.035969
E05012428,-3.99498,51.051071
E05012429,-3.84908,51.20726
E05012430,-4.04982,51.15313
E05012431,-4.15354,51.170071
E05012432,-4.04497,51.069881
E05012433,-3.80956,51.074928
E05012434,-4.07068,51.070572
E05012435,-3.85527,51.018021
E05012436,-3.69538,50.928982
E05012437,-1.03677,54.512291
E05012438,-0.9284,54.571999
E05012439,-1.12701,54.629341
E05012440,-1.11013,54.58931
E05012441,-1.11794,54.56723
E05012442,-1.14643,54.57309
E05012443,-1.08079,54.553051
E05012444,-1.11104,54.5172
E05012445,-1.07275,54.589149
E05012446,-0.95718,54.52137
E05012447,-0.85463,54.529819
E05012448,-1.03608,54.589321
E05012449,-1.075,54.60841
E05012450,-1.16192,54.547901
E05012451,-1.17961,54.541512
E05012452,-1.00802,54.59029
E05012453,-0.99097,54.57954
E05012454,-0.96425,54.56654
E05012455,-0.9944,54.553421
E05012456,-1.14275,54.596298
E05012457,-1.15204,54.562302
E05012458,-1.05526,54.605999
E05012459,-1.05223,54.595741
E05012460,-1.04826,54.609451
E05012461,-2.34758,51.42025
E05012462,-2.3878,51.340328
E05012463,-2.33769,51.386341
E05012464,-2.60135,51.351089
E05012465,-2.50949,51.340809
E05012466,-2.34659,51.362129
E05012467,-2.52485,51.304298
E05012468,-2.47974,51.408669
E05012469,-2.51262,51.419319
E05012470,-2.50718,51.405941
E05012471,-2.36506,51.383171
E05012472,-2.34555,51.398899
E05012473,-2.37203,51.396278
E05012474,-2.60112,51.307362
